,Unnamed: 0,Datetime,Tweet Id,Text,Username,likeCount,retweetCount,replyCount,quoteCount,vader_overall_sentiment,vader_neg,vader_pos,vader_neu,vader_compound,NRC_fear,NRC_anger,NRC_anticip,NRC_trust,NRC_surprise,NRC_positive,NRC_negative,NRC_sadness,NRC_disgust,NRC_joy,NRC_overall_emotions,NRC_anticipation
34,34.0,2023-03-09 18:59:13+00:00,1.6339052933849252e+18,"#Psychology on this day! 1973, first biochemical identification of opiate receptors in the brain. Revolutionary to understanding #pain, #mentalhealth! #clinicalpsychology #therapy #counseling #substanceuse #addictions #opioids https://t.co/n2zAH0qt8v",pacific_well,0.0,0.0,0.0,0.0,"{'neg': 0.134, 'neu': 0.866, 'pos': 0.0, 'compound': -0.5972}",0.134,0.0,0.866,-0.5972,0.16666666666666666,0.0,,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,,0.0
35,35.0,2023-03-09 18:55:27+00:00,1.6339043472170516e+18,"Tales From Behind The Sleigh….
#SantaShane #ShaneFlannigan #GoodTidings #Psychology #GreatNews #GiftGiver #Legend #SantaClaus  https://t.co/dbG1zyy6z3",polecoach1,0.0,0.0,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
36,36.0,2023-03-09 18:52:35+00:00,1.6339036262583665e+18,New Research: Global trends in depression among patients living with HIV: A bibliometric analysis https://t.co/g3cm6IlRhR #Psychology #Psych,FrontPsychol,0.0,0.0,0.0,0.0,"{'neg': 0.188, 'neu': 0.812, 'pos': 0.0, 'compound': -0.5719}",0.188,0.0,0.812,-0.5719,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,,0.0
37,37.0,2023-03-09 18:50:50+00:00,1.6339031856926392e+18,"""Nowadays Initiation is linked to Humiliation"" - Rick Cooper 

You can find the Full Episode in the link in my bio or by searching 'Extrospective' on all major streaming services.

#podcast #psychology #psychologypodcast #zaksnell #extrospectivepod #studentpodcast https://t.co/WmnjfMQl6q",zaksnell_,1.0,0.0,0.0,0.0,"{'neg': 0.093, 'neu': 0.907, 'pos': 0.0, 'compound': -0.5719}",0.093,0.0,0.907,-0.5719,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0
38,38.0,2023-03-09 18:48:48+00:00,1.6339026734422917e+18,"Dr. Gabor Maté, well known for his work in childhood development, stress and trauma is interviewed by Francisco Mazza, director of development at Krishnamurti Center in Ojai, California. Francisco is joined by Jaap… https://t.co/eYONzwJTJi #psychology",PsychologyBot24,0.0,0.0,0.0,0.0,"{'neg': 0.141, 'neu': 0.806, 'pos': 0.053, 'compound': -0.5423}",0.141,0.053,0.806,-0.5423,0.0,0.0,,0.16666666666666666,0.0,0.5,0.16666666666666666,0.0,0.0,0.16666666666666666,,0.0
39,39.0,2023-03-09 18:46:29+00:00,1.6339020901530173e+18,"System 1 constructed a story, and his System 2 believed it. It happens to all of us.

By Daniel Kahneman
#priorities #psychology

https://t.co/CggfuORTzj",BBookQuotes10,0.0,0.0,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
40,40.0,2023-03-09 18:45:03+00:00,1.6339017280755302e+18,"words abt thoughts abt the world:

https://t.co/7RtwVWAvZf

#art #psychology #create",MxEwAnT,0.0,0.0,0.0,0.0,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}",0.0,0.189,0.811,0.2732,0.0,0.1111111111111111,,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,,0.1111111111111111
41,41.0,2023-03-09 18:43:32+00:00,1.6339013487007908e+18,"Science is Popular by Association. 

#motivationalquotes #instagood #inspiration  #imagination #spirituality #life #love #death  #psychology #ADOPTION #Old #Respect #Science #artist #God #africa #Asia #europe #america https://t.co/hZjFnGImxq",DrAgeQuotes,1.0,0.0,0.0,0.0,"{'neg': 0.101, 'neu': 0.494, 'pos': 0.405, 'compound': 0.8934}",0.101,0.405,0.494,0.8934,0.08333333333333333,0.08333333333333333,,0.0,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,,0.16666666666666666
42,42.0,2023-03-09 18:43:05+00:00,1.6339012349766246e+18,"Not the real, but the dream
Not the moment, but the memory
Not the lie, but the truth 
Not the life, but the death- 
I am scared of  

'Everyone has a story' 
#poetry #psychology
#psychologicalpoetry",oxstellar,0.0,0.0,0.0,0.0,"{'neg': 0.202, 'neu': 0.679, 'pos': 0.119, 'compound': -0.6956}",0.202,0.119,0.679,-0.6956,0.06666666666666667,0.13333333333333333,,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.0,,0.06666666666666667
43,43.0,2023-03-09 18:38:09+00:00,1.633899993340756e+18,The Postitive Psychology Art Class focused on gratitude today. We spoke about what impact gratitude has on ourselves and others and how we can practice being grateful. What are you grateful for...? #positiveart #psychology #gratitude #mandalas https://t.co/btlKHMShRp,mount_unit,1.0,1.0,0.0,0.0,"{'neg': 0.0, 'neu': 0.626, 'pos': 0.374, 'compound': 0.9552}",0.0,0.374,0.626,0.9552,0.0,0.0,,0.0,0.0,0.6,0.1,0.0,0.0,0.3,,0.0
44,44.0,2023-03-09 18:30:37+00:00,1.6338980970623631e+18,...https://t.co/vegSsamkWO #SelfCare #Psychology #Anxiety #MentalHealth #Therapy,Psychology101__,0.0,0.0,0.0,0.0,"{'neg': 0.254, 'neu': 0.746, 'pos': 0.0, 'compound': -0.1779}",0.254,0.0,0.746,-0.1779,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
45,45.0,2023-03-09 18:30:18+00:00,1.6338980182430024e+18,"O RRY? #LOL #CognitiveDissonance
#CognitiveProcess #Psychology #Neurology #Cognitive #Science #Jokes #Lolz 
#Life #StrangerThings than #Art sometimes! #Ironic #FactsMatter
#FactsAndLogic #Affluenza  https://t.co/NrJdfquCyC",Horseshoe_Party,0.0,0.0,0.0,0.0,"{'neg': 0.054, 'neu': 0.607, 'pos': 0.34, 'compound': 0.8412}",0.054,0.34,0.607,0.8412,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
46,46.0,2023-03-09 18:30:00+00:00,1.633897943278207e+18,"Small, Smart Choices + Consistency + Time = Radical difference

- The Compound Effect

#personalfinance #psychology #mindset #investment #investing #money",shreeranginvest,0.0,0.0,0.0,0.0,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.4019}",0.0,0.124,0.876,0.4019,0.0,0.16666666666666666,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,,0.16666666666666666
47,47.0,2023-03-09 18:29:56+00:00,1.6338979264380764e+18,"Trabajar la autoestima de la mujer en el siglo XXI https://t.co/liUJpHVlsz

#elevart #psychology #art #psicología #arte #arteterapia #arttherapy #artthérapie #terapia #barcelona #barcelone",elevartbcn,1.0,0.0,0.0,1.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.2,0.2,0.0,0.2,0.0,0.2,,0.2
48,48.0,2023-03-09 18:28:28+00:00,1.6338975563074847e+18,"Scary Psychological Facts About Girl, Love &amp; Human Behavior | Human Psyc... https://t.co/FhmLkdVZ40 via @YouTube #psychologyfacts 
#psychologicalfacts #psychology",zubu21,0.0,0.0,0.0,0.0,"{'neg': 0.137, 'neu': 0.684, 'pos': 0.179, 'compound': 0.25}",0.137,0.179,0.684,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
49,49.0,2023-03-09 18:27:01+00:00,1.63389719292561e+18,"Your Brain's Goal is to Protect You.

The doubts, fears, and excuses are all by-products of your brain trying to keep you ""safe.""

The best way to deal with it is to put more positive thoughts in, understand it's a defense mechanism, and then just go. 

#psychology #success #fyp",RyanJespersenMD,1.0,0.0,0.0,0.0,"{'neg': 0.077, 'neu': 0.633, 'pos': 0.29, 'compound': 0.9299}",0.077,0.29,0.633,0.9299,0.06666666666666667,0.06666666666666667,,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.0,0.0,0.0,0.2,,0.2
50,50.0,2023-03-09 18:25:00+00:00,1.633896682319655e+18,#Autistic #autism #autismacceptance #actuallyautistic #Neurodiversity #adhd #mentalhealth #psychology https://t.co/Nmg9OZ8wvt,awakeprojectorg,0.0,0.0,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
51,51.0,2023-03-09 18:20:51+00:00,1.6338956396741755e+18,"What are your favorite reads on/applicable to #market #psychology?  📚🧠📉📈

aaaaand GO!",ohdehlaye,0.0,1.0,0.0,0.0,"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.5093}",0.0,0.171,0.829,0.5093,0.0,0.0,,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,,0.0
